Office No Clean,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Office Group Size,Cash At Bank,Net Assets,Turnover,Source,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Investigative Priority,Risk Tier (Objective),Public Linkage Category,Priority Entity,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes
712,712.0,Brenvalist Ltd,,No,,Active,,"Office 712 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
713,713.0,My Pixel Logic Ltd,,No,,Active,,"Office 713 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
714,714.0,Tailore Tech Services Ltd,,No,,Active,,"Office 714 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
715,715.0,Go Nextgen Tech Ltd,,No,,Active,,"Office 715 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
716,716.0,Elvora Online Ltd,,No,,Active,,"Office 716 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
717,717.0,Sigma Traders Pro Ltd,,No,,Active,,"Office 717 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
718,718.0,Bargain Deals Direct 24/7 Ltd,16772110,Yes,2025-10-08,Active,47910,"Office 718, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,,,,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16772110,https://find-and-update.company-information.service.gov.uk/company/16772110/officers,https://find-and-update.company-information.service.gov.uk/company/16772110/filing-history,Companies House URL ready + open.endole.co.uk,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields
719,719.0,Oryx 360 Ltd,,No,,Active,,"Office 719 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
720,720.0,Khayban Mall Ltd,,No,,Active,,"Office 720 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
721,721.0,Tradeline Wholesale Ltd,,No,,Active,,"Office 721 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
722,722.0,Shalimar Colony Ltd,,No,,Active,,"Office 722 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
723,723.0,Hadi Hassan Limited,,No,,Active,,"Office 723 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
724,724.0,Storm Brain Tech Ltd,,No,,Active,,"Office 724 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
725,725.0,Netpeak Digital Services Ltd,16978906,Yes,2026-01-21,Active,"62020,62090,73110","Office 725 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,https://find-and-update.company-information.service.gov.uk/company/16978906,https://find-and-update.company-information.service.gov.uk/company/16978906/officers,https://find-and-update.company-information.service.gov.uk/company/16978906/filing-history,Companies House,HIGH,PRIORITY,IT / advertising services,Yes,Recent digital-services node. Companies House officers page shows HOPETEX LIMITED ACSP verified the director identity.,Companies House overview lists IT consultancy/IT services/advertising SICs; officers page states HOPETEX LIMITED ACSP verified the director identity.,https://find-and-update.company-information.service.gov.uk/company/16978906 | https://find-and-update.company-information.service.gov.uk/company/16978906/officers,No valid Companies House number in source row; Address suffix variant: United Kingdom
726,726.0,Zahra Mart Ltd,,No,,Active,,"Office 726 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
727,727.0,Wave Enterprises Ltd,,No,,Active,,"Office 727 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
728,728.0,Desire Enterprises Ltd,,No,,Active,,"Office 728 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
729,729.0,Link Webica Ltd,,No,,Active,,"Office 729 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
730,730.0,Stormx Tech Solutions Ltd,,No,,Active,,"Office 730 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
731,731.0,Digital Dot It Solutions Ltd,,No,,Active,,"Office 731 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
732,732.0,Ramay E Commerce Ltd,,No,,Active,,"Office 732 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
733,733.0,Hoorain Ventures Ltd,,No,,Active,,"Office 733 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
734,734.0,Yousaf Edge Ltd,,No,,Active,,"Office 734 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
735,735.0,Real Sale Ltd,,No,,Active,,"Office 735 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
736,736.0,Ameen E Commerce Ltd,,No,,Active,,"Office 736 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,Bank,Net Assets,Turnover,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
737,737.0,Travel To Umrah Ltd,,No,,Active,,"Office 737 85 Dunstall Hill, Wolverhampton, WV6 0SR",WV6 0SR,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: WV6 0SR
738,738.0,Novax Global Ltd,,No,,Active,,"Office 738, 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
740,740.0,Yoogo Kart Ltd,,No,,Active,,"Office 740 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
742,742.0,Ecom Ltd,,No,,Active,,"Office 742 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row
743,743.0,Alpha Mile Ltd,,No,,Dormant,,"Office 743 85 Dunstall Hill, Wolverhampton, Staffordshire, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,£100,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
744,744.0,Leatherstar Ltd,,No,,Active,,"Office 744 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
745,745.0,Zukhruf Enterprises Limited,,No,,Active,,"Office 745 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
746,746.0,Unity Crescent Ltd,,No,,Active,,"Office 746 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
747,747.0,Aan Interprises Ltd,,No,,Active,,"Office 747 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
749,749.0,Dasiq Ltd,,No,,Active,,"Office 749 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
750,750.0,Mashriq Traders Ltd,,No,,Active,,"Office 750 85 Dunstall Hill, Wolverhampton, WV6 0SR",WV6 0SR,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: WV6 0SR
751,751.0,Zeeone Ltd,,No,,Active,,"Office 751 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
752,752.0,Youwiz Ltd,,No,,Active,,"Office 752 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
753,753.0,Techpecx Ltd,,No,,Active,,"Office 753 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
754,754.0,Faizi Traders Ltd,,No,,Active,,"Office 754 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
755,755.0,Seo City Ltd,,No,,Active,,"Office 755 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
756,756.0,Zainmart Ltd,,No,,Active,,"Office 756 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row
757,757.0,Denty Limited,,No,,Active,,"Office 757 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row
758,758.0,Minnietoots Ltd,,No,,Active,,"Office 758 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
759,759.0,Content Publishers Group Ltd,,No,,Active,,"Office 759 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom
759,759.0,Hassnam Ltd,,No,,Active,,"Office 759 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom
760,760.0,Bluegate Trading Ltd,,No,,Active,,"Office 760 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom
760,760.0,Core Step Ltd,,No,,Active,,"Office 760 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom
761,761.0,Defergo Ltd,,No,,Active,,"Office 761 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom
761,761.0,Linkestra Ltd,,No,,Active,,"Office 761 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom
762,762.0,Crownfield Supplies Ltd,,No,,Active,,"Office 762 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom
762,762.0,FG Newswire Ltd,,No,,Active,,"Office 762 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,2,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom
763,763.0,Primecart Premium Ltd,,No,,Active,,"Office 763 85 Dunstall Hill, Wolverhampton, WV6 0SR, United Kingdom",United Kingdom,Yes,1,-,-,-,open.endole.co.uk,,,,open.endole.co.uk (no valid company number present),HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom
